,measSetComments,probeId,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,TxFocusLocCm,maxTxVoltageVolt,ceilTxVoltageVolt,profTxVoltageVolt,totalVoltagePt,numMeasVoltage,NumTxElements,TxpgWaveformStyle,ProbeNumTxCycles,ElevAperIndex,zStartDistCm,zMeasNum,IsTxChannelModulationEn,dumpSwVersion,DTxFreqIndex,VTxIndex,IsPresetCpaEn,TxPulseRle,SystemPulserSel,CpaDelayOffsetClk,groupIndex,zt_est,probeName,Mode,SubModeIndex,BeamStyleIndex,SysTxFreqIndex,isDuplicate
70,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,6.0,90,90,56.04,20,10,64,1,1.5,0,0.5,75.0,1,2024-09-30,0,1,0,,,0,9,1.9,BPXCC,B,1,1,16,1
71,Beamstyle_BPXCC_Intensity,11712408,1,20,3809500,8.0,90,90,56.04,20,10,66,1,1.5,0,0.5,115.0,1,2024-09-30,0,1,0,,,0,9,1.9,BPXCC,B,1,1,16,1
72,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,0.5,90,90,56.04,20,10,7,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,10,1.8,BPXCC,B,1,1,17,1
73,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,1.0,90,90,56.04,20,10,14,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,10,1.8,BPXCC,B,1,1,17,1
74,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,1.5,90,90,56.04,20,10,21,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,10,1.9,BPXCC,B,1,1,17,1
75,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,2.0,90,90,56.04,20,10,24,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,10,1.8,BPXCC,B,1,1,17,1
76,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,3.0,90,90,56.04,20,10,37,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,10,1.8,BPXCC,B,1,1,17,1
77,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,4.0,90,90,56.04,20,10,42,1,1.5,0,0.5,75.0,0,2024-09-30,0,1,0,,,0,10,1.9,BPXCC,B,1,1,17,1
78,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,6.0,90,90,56.04,20,10,44,1,1.5,0,0.5,75.0,0,2024-09-30,0,1,0,,,0,10,1.9,BPXCC,B,1,1,17,1
79,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,8.0,90,90,56.04,20,10,46,1,1.5,0,0.5,115.0,0,2024-09-30,0,1,0,,,0,10,2.0,BPXCC,B,1,1,17,1
80,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,0.5,90,90,56.04,20,10,10,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,11,1.9,BPXCC,B,1,1,17,1
81,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,1.0,90,90,56.04,20,10,21,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,11,1.9,BPXCC,B,1,1,17,1
82,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,1.5,90,90,56.04,20,10,32,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,11,1.8,BPXCC,B,1,1,17,1
83,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,2.0,90,90,56.04,20,10,44,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,11,1.9,BPXCC,B,1,1,17,1
84,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,3.0,90,90,56.04,20,10,57,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,11,1.9,BPXCC,B,1,1,17,1
85,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,4.0,90,90,56.04,20,10,60,1,1.5,0,0.5,75.0,1,2024-09-30,0,1,0,,,0,11,1.9,BPXCC,B,1,1,17,1
86,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,6.0,90,90,56.04,20,10,64,1,1.5,0,0.5,75.0,1,2024-09-30,0,1,0,,,0,11,2.0,BPXCC,B,1,1,17,1
