ProbeName	Mode	ExamName	SubModeIndex	BeamStyleIndex	SysTxFreqIndex	TxpgWaveformStyle	TxFocusLocCm	NumTxElements	ProbeNumTxCycles	IsTxChannelModulationEn	IsPresetCpaEn	CpaDelayOffsetClk	TxPulseRle	TxpgWaveformLut	ElevAperIndex	SystemPulserSel	VTxIndex
0.5k-L	B	Breast	1	1	17	1	3	22	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	17	1	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	17	1	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	17	1	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	0.5	8	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	1	11	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	1.5	14	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	2	17	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	3	22	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	4	27	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	5	33	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	7	47	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	0.5	8	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	1	11	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	1.5	14	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	2	17	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	3	22	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	4	27	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	5	33	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	18	0	7	47	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	0.5	8	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	1	11	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	1.5	14	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	2	17	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	3	22	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	0.5	8	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	1	11	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	1.5	14	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	2	17	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	3	22	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	18	1	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	0.5	8	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	1	11	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	1.5	14	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	2	17	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	3	22	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	4	27	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	5	33	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	7	47	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	0.5	8	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	1	11	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	1.5	14	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	2	17	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	3	22	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	4	27	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	5	33	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	19	0	7	47	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	0.5	8	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	1	11	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	1.5	14	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	2	17	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	3	22	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	0.5	8	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	1	11	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	1.5	14	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	2	17	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	3	22	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	19	1	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	0.5	8	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	1	11	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	1.5	14	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	2	17	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	3	22	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	4	27	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	5	33	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	7	47	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	0.5	8	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	1	11	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	1.5	14	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	2	17	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	3	22	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	4	27	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	5	33	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	20	0	7	47	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	0.5	8	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	1	11	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	1.5	14	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	2	17	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	3	22	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	4	27	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	5	33	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	7	47	1	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	0.5	8	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	1	11	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	1.5	14	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	2	17	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	3	22	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	4	27	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	5	33	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	20	1	7	47	1.5	0	0	0	null	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	0.5	8	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	1	11	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	1.5	14	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	2	17	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	3	22	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	4	27	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	5	33	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	7	47	1	0	0	0	1.25:0.25:-1.25:0.25	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	0.5	8	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	1	11	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	1.5	14	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	2	17	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	3	22	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
0.5k-L	B	Breast	1	1	21	0	4	27	1	0	0	0	1.33:0.17:-1.33:0.17	null	0	null	1
