,Mode,SubModeIndex,BeamStyleIndex,SysTxFreqIndex,TxpgWaveformStyle,TxFocusLocCm,NumTxElements,ProbeNumTxCycles,IsTxChannelModulationEn,IsPresetCpaEn,CpaDelayOffsetClk,ElevAperIndex,SystemPulserSel,VTxIndex,TxPulseRle,isDuplicate,groupIndex,probeId,probeName,maxTxVoltageVolt,ceilTxVoltageVolt,totalVoltagePt,zStartDistCm,DTxFreqIndex,dumpSwVersion,measSetComments,numMeasVoltage,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,profTxVoltageVolt,zMeasNum,AI_param
116,B,0,0,27,2,8.0,46.0,1.5,0,0,0,0,-1.0,1,-1.0,1,5,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,0,15,8000000,56.04,115.0,610.0
117,B,1,1,14,1,8.0,46.0,1.5,0,0,0,0,-1.0,1,-1.0,1,6,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,1,20,3333300,56.04,115.0,610.0
118,B,1,1,15,1,8.0,46.0,1.5,0,0,0,0,-1.0,1,-1.0,1,7,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,1,20,3636400,56.04,115.0,610.0
119,B,1,1,16,1,8.0,46.0,1.5,0,0,0,0,-1.0,1,-1.0,1,8,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,1,20,3809500,56.04,115.0,610.0
120,B,1,1,16,1,8.0,66.0,1.5,1,0,0,0,-1.0,1,-1.0,1,9,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,1,20,3809500,56.04,115.0,610.0
121,B,1,1,17,1,8.0,46.0,1.5,0,0,0,0,-1.0,1,-1.0,1,10,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,1,20,4000000,56.04,115.0,610.0
122,B,1,1,17,1,8.0,66.0,1.5,1,0,0,0,-1.0,1,-1.0,1,11,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,1,20,4000000,56.04,115.0,610.0
123,B,1,1,18,1,8.0,46.0,1.5,0,0,0,0,-1.0,1,-1.0,1,12,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,1,20,4210500,56.04,115.0,610.0
124,B,1,1,18,1,8.0,66.0,1.5,1,0,0,0,-1.0,1,-1.0,1,13,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,1,20,4210500,56.04,115.0,610.0
125,Cb,0,5,22,1,8.0,33.0,4.0,0,0,0,0,0.0,0,0.0,1,14,11291796,5V1,90,90,20,0.5,0,2024-10-30,Beamstyle_5V1_temperature,10,5,10,5333300,56.04,115.0,610.0
126,B,0,0,22,2,8.0,47.0,2.0,0,0,0,0,-1.0,1,-1.0,1,1,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,0,15,5333300,56.04,115.0,1000.0
127,B,0,0,23,2,8.0,47.0,1.5,0,0,0,0,-1.0,1,-1.0,1,2,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,0,15,5714300,56.04,115.0,1000.0
128,B,0,0,24,2,8.0,47.0,1.5,0,0,0,0,-1.0,1,-1.0,1,3,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,0,15,6153800,56.04,115.0,1000.0
129,B,0,0,25,2,8.0,47.0,1.5,0,0,0,0,-1.0,1,-1.0,1,4,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,0,15,6666700,56.04,115.0,1000.0
130,B,0,0,27,2,8.0,47.0,1.5,0,0,0,0,-1.0,1,-1.0,1,5,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,0,15,8000000,56.04,115.0,1000.0
131,B,1,1,14,1,8.0,47.0,1.5,0,0,0,0,-1.0,1,-1.0,1,6,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,1,20,3333300,56.04,115.0,1000.0
132,B,1,1,15,1,8.0,47.0,1.5,0,0,0,0,-1.0,1,-1.0,1,7,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,1,20,3636400,56.04,115.0,1000.0
133,B,1,1,16,1,8.0,47.0,1.5,0,0,0,0,-1.0,1,-1.0,1,8,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,1,20,3809500,56.04,115.0,1000.0
134,B,1,1,16,1,8.0,47.0,1.5,1,0,0,0,-1.0,1,-1.0,1,9,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,1,20,3809500,56.04,115.0,1000.0
135,B,1,1,17,1,8.0,47.0,1.5,0,0,0,0,-1.0,1,-1.0,1,10,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,1,20,4000000,56.04,115.0,1000.0
136,B,1,1,17,1,8.0,47.0,1.5,1,0,0,0,-1.0,1,-1.0,1,11,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,1,20,4000000,56.04,115.0,1000.0
137,B,1,1,18,1,8.0,47.0,1.5,0,0,0,0,-1.0,1,-1.0,1,12,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,1,20,4210500,56.04,115.0,1000.0
138,B,1,1,18,1,8.0,47.0,1.5,1,0,0,0,-1.0,1,-1.0,1,13,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,1,20,4210500,56.04,115.0,1000.0
139,Cb,0,5,22,1,8.0,47.0,4.0,0,0,0,0,0.0,0,0.0,1,14,11291796,5V1,90,90,20,0.5,0,2024-10-30,beamstyle_5V1_power,10,5,10,5333300,56.04,115.0,1000.0
